Age,Tenure_Months,Total_Purchases,Avg_Purchase_Amount,Total_Spent,Support_Tickets,Complaints,Feedback_Score,Last_Purchase_Days_Ago,Renewal_Count,Gender_enc,Plan_Type_enc,Payment_Method_enc,Location_enc,CLV,Activity_Freq,Complaint_Ratio,Inactive_Flag,Churn
57,36,15,6873.7,120879.6,4,2,3.35,146,1,0,2,0,1,3267.02,0.4054,0.125,1,0
18,32,51,13632.09,671902.76,4,6,2.26,35,0,0,4,3,3,20360.69,1.5455,0.1154,0,1
28,28,48,46005.16,2114392.34,8,7,4.42,55,5,0,1,2,0,72910.08,1.6552,0.1429,0,0
45,1,72,47338.53,3145772.53,7,9,3.86,95,2,1,4,0,4,1572886.27,36,0.1233,1,1
42,60,1,24464.89,27946.3,0,3,4.31,28,3,1,2,0,0,458.14,0.0164,1.5,0,0
40,56,7,19040.27,136902.66,1,7,1.8,88,3,1,2,1,3,2401.8,0.1228,0.875,0,0
48,35,53,14497.7,642217.22,11,7,1.14,164,7,0,0,1,1,17839.37,1.4722,0.1296,1,1
47,30,31,25188.2,891188.2,14,5,4.4,109,4,1,1,0,4,28748.01,1,0.1562,1,1
59,54,18,46759.29,853412.31,4,0,2.55,24,7,0,3,2,5,15516.59,0.3273,0,0,0
52,36,12,7915.58,91779.85,11,6,1.72,161,4,1,1,2,5,2480.54,0.3243,0.4615,1,1
24,55,48,21281.62,955268.07,2,6,1.37,116,2,0,4,0,1,17058.36,0.8571,0.1224,1,1
33,58,30,45624.59,1149425.7,6,4,3.07,165,7,1,2,0,2,19481.79,0.5085,0.129,1,1
43,65,97,17781.4,2039883.43,13,5,1.6,141,5,0,0,3,3,30907.32,1.4697,0.051,1,1
19,69,7,38520.03,295659.79,10,8,3.27,16,4,1,1,3,1,4223.71,0.1,1,0,0
18,51,92,19768.36,1550816.22,5,2,3.91,112,4,0,4,2,4,29823.39,1.7692,0.0215,1,0
29,22,3,40343.87,121577.17,1,3,3.14,171,5,1,0,1,0,5285.96,0.1304,0.75,1,0
22,53,63,49059.62,3159463.57,7,8,4.61,73,1,0,0,3,3,58508.58,1.1667,0.125,0,1
54,36,6,19697.19,102483.16,4,9,1.62,50,6,0,0,0,1,2769.82,0.1622,1.2857,0,0
49,68,95,42332.38,3904502.75,5,1,2.98,111,0,0,2,3,2,56587,1.3768,0.0104,1,0
26,36,15,49426.63,784621.93,7,8,1.65,13,6,0,4,1,1,21206,0.4054,0.5,0,0
58,52,71,49199.59,3191375.83,12,4,4.5,71,1,1,0,1,5,60214.64,1.3396,0.0556,0,1
52,53,43,21971.67,881144.63,5,2,4.73,163,3,0,2,1,4,16317.49,0.7963,0.0455,1,0
36,50,94,24545.18,1958417.11,9,7,2.6,35,1,0,2,0,2,38400.34,1.8431,0.0737,0,1
33,41,91,15518.38,1363164.67,2,8,2.22,24,5,1,2,2,5,32456.3,2.1667,0.087,0,0
20,18,81,16043.93,1343149.2,12,0,2.12,39,2,1,1,1,2,70692.06,4.2632,0,0,0
37,22,18,24877.3,379104.71,6,4,4.44,147,6,1,2,1,3,16482.81,0.7826,0.2105,1,0
41,66,22,10425.67,239895.74,13,8,3.73,172,1,1,4,2,4,3580.53,0.3284,0.3478,1,1
50,21,61,35700.6,2088705,3,1,4.52,126,6,0,3,2,4,94941.14,2.7727,0.0161,1,0
41,44,61,27047.27,1767475.61,12,0,1.47,174,4,0,1,1,2,39277.24,1.3556,0,1,1
28,47,53,44954.36,2206114.66,5,7,2.9,173,2,1,0,1,0,45960.72,1.1042,0.1296,1,1
25,39,26,40623.83,1085159.69,5,5,3.7,160,2,1,2,0,0,27128.99,0.65,0.1852,1,1
53,29,91,16462.32,1565665.8,10,1,4.59,5,7,0,1,0,3,52188.86,3.0333,0.0109,0,0
55,54,40,25537.33,1099333.96,4,2,2.53,76,3,1,1,2,3,19987.89,0.7273,0.0488,0,0
57,17,88,37650.49,3653763.54,12,4,2.25,104,3,1,4,1,3,202986.86,4.8889,0.0449,1,1
37,60,8,10063.41,68796.72,0,0,4.65,134,4,1,0,2,3,1127.82,0.1311,0,1,0
52,31,21,2064.09,51412.38,13,1,1.19,82,6,0,3,2,2,1606.64,0.6562,0.0455,0,1
42,49,93,42689.07,4515804.34,7,0,2.92,7,6,1,3,3,3,90316.09,1.86,0,0,0
52,2,43,7308.74,322109.84,12,6,2.83,15,7,0,1,0,5,107369.95,14.3333,0.1364,0,0
42,48,21,44525.87,1081044.14,13,6,1.58,73,0,0,1,3,0,22062.13,0.4286,0.2727,0,1
46,14,3,45723.6,130720.09,9,9,2.58,20,6,1,0,3,1,8714.67,0.2,2.25,0,1
35,59,31,23304.67,587863.91,1,4,3.89,59,2,1,1,2,5,9797.73,0.5167,0.125,0,0
63,58,27,40435.69,1190909.61,3,9,2.47,4,6,1,2,0,5,20184.91,0.4576,0.3214,0,0
35,58,27,18477.97,587379.76,12,5,2.24,106,6,0,3,3,0,9955.59,0.4576,0.1786,1,1
19,51,73,42984.1,2713420.7,11,2,4.13,40,4,1,2,0,3,52181.17,1.4038,0.027,0,0
52,2,57,41321.75,2490888.76,2,1,4.95,65,3,1,4,3,2,830296.25,19,0.0172,0,0
33,41,97,4386.66,478851.84,5,9,4.12,35,3,0,1,3,4,11401.23,2.3095,0.0918,0,0
58,16,33,29338.79,1125051.06,10,8,4.39,44,0,0,0,2,1,66179.47,1.9412,0.2353,0,1
53,4,90,32179.95,2637307.43,0,1,4.76,7,2,1,4,0,1,527461.49,18,0.011,0,0
50,12,92,542.44,42493.02,8,0,4.21,150,2,0,4,3,5,3268.69,7.0769,0,1,1
21,29,44,49005.96,1938781.6,4,8,4.92,23,4,1,0,1,3,64626.05,1.4667,0.1778,0,0
50,7,43,20625.09,914450.96,4,7,3.99,65,0,0,4,1,3,114306.37,5.375,0.1591,0,1
31,14,31,26108.49,944924.44,3,7,3.65,88,1,0,2,0,1,62994.96,2.0667,0.2188,0,0
38,12,65,10142.8,681047.88,3,6,3.77,20,4,1,4,1,5,52388.3,5,0.0909,0,0
37,5,84,30740.47,3015617.8,12,8,4.6,32,2,1,0,2,2,502602.97,14,0.0941,0,1
25,32,76,40625.68,3421053.27,14,2,3.73,97,4,1,3,0,1,103668.28,2.303,0.026,1,1
24,43,17,29501.67,521266.45,12,7,4.04,164,7,1,1,1,5,11846.96,0.3864,0.3889,1,1
20,69,15,39507.73,479260.08,0,0,1.86,146,6,0,0,0,2,6846.57,0.2143,0,1,0
34,45,34,36689.84,1164162.53,8,0,4.65,97,4,0,2,2,0,25307.88,0.7391,0,1,0
50,9,80,12264.06,807449.95,8,5,2.79,161,4,1,2,0,3,80744.99,8,0.0617,1,1
29,49,4,22072.74,82013.19,12,7,1.64,69,4,1,3,1,5,1640.26,0.08,1.4,0,1
39,33,72,7857.03,466669.95,3,7,4.2,82,2,1,2,2,2,13725.59,2.1176,0.0959,0,0
39,18,98,2575.83,218889.51,9,9,2.43,9,0,0,0,2,1,11520.5,5.1579,0.0909,0,1
63,9,89,3621.91,310834.11,9,0,1.74,42,0,0,2,2,0,31083.41,8.9,0,0,0
47,62,79,47153.75,3747325.12,3,0,2.03,127,3,1,3,2,1,59481.35,1.254,0,1,0
55,57,28,49234.6,1222593.05,11,8,1.14,110,5,0,3,3,5,21079.19,0.4828,0.2759,1,1
55,29,73,5201.39,415025.19,6,8,1.36,132,3,1,4,2,0,13834.17,2.4333,0.1081,1,1
62,25,2,17092.08,35419.77,3,6,3.37,174,1,1,4,2,4,1362.3,0.0769,2,1,1
25,15,17,6163.82,112822.45,0,0,4.46,72,7,0,2,3,0,7051.4,1.0625,0,0,0
44,6,58,41794.33,2649767.16,10,9,2.79,152,0,0,2,2,5,378538.17,8.2857,0.1525,1,1
44,42,74,25066.71,2023305.35,14,1,3.5,72,4,1,2,1,2,47053.61,1.7209,0.0133,0,1
51,29,9,31252.46,330352.28,12,7,4.24,124,6,1,2,0,4,11011.74,0.3,0.7,1,1
38,4,31,27225.59,755279.52,8,7,2.43,23,6,1,4,0,5,151055.9,6.2,0.2188,0,1
47,57,66,35657.55,2137032.31,1,4,3.62,107,7,0,0,0,0,36845.38,1.1379,0.0597,1,0
50,49,88,16297.05,1201351.05,4,1,2.4,98,7,1,0,2,0,24027.02,1.76,0.0112,1,0
45,44,62,7305.92,469742.53,3,2,3.57,143,5,1,0,3,2,10438.72,1.3778,0.0317,1,0
64,14,19,1372.19,24978.54,7,4,1.87,51,6,0,4,0,3,1665.24,1.2667,0.2,0,0
50,3,81,22561.8,1824727.01,5,2,4.91,123,3,1,0,3,3,456181.75,20.25,0.0244,1,0
22,62,74,45437.8,2918320.91,14,9,1.3,50,4,0,0,0,5,46322.55,1.1746,0.12,0,1
36,64,55,15610.69,909780.7,6,0,3.02,175,7,1,4,0,5,13996.63,0.8462,0,1,0
21,45,28,10199.86,299192.74,1,5,2.15,83,1,1,1,2,3,6504.19,0.6087,0.1724,0,0
52,58,92,46339.12,3862090.38,3,4,3.4,25,6,1,2,2,4,65459.16,1.5593,0.043,0,0
34,20,50,5719.71,282029.25,13,2,2.71,39,6,1,2,3,5,13429.96,2.381,0.0392,0,1
61,58,65,3064.15,230582.96,3,8,2.23,68,0,0,1,0,3,3908.19,1.1017,0.1212,0,0
45,57,3,44030.95,146543.76,11,9,2,174,2,0,3,1,4,2526.62,0.0517,2.25,1,1
47,68,79,35195.01,2476723.37,12,7,1.73,72,6,0,0,1,3,35894.54,1.1449,0.0875,0,1
46,52,52,21392.4,1280980.64,1,6,4.13,119,1,0,1,0,2,24169.45,0.9811,0.1132,1,0
63,37,10,37741.03,312090.06,9,1,1.89,106,2,0,0,0,4,8212.9,0.2632,0.0909,1,1
23,8,21,37201.28,754330.3,3,9,4.09,13,7,0,1,1,3,83814.48,2.3333,0.4091,0,0
52,44,37,2483,76440.95,8,4,2.94,166,0,1,2,0,1,1698.69,0.8222,0.1053,1,1
58,5,15,33974.22,596087.33,7,4,1.29,36,2,0,0,3,3,99347.89,2.5,0.25,0,1
54,69,87,32223.18,2288375.88,10,5,1.66,165,7,1,4,0,1,32691.08,1.2429,0.0568,1,1
41,31,78,48207.07,3235595.55,13,5,4.57,170,0,1,2,2,1,101112.36,2.4375,0.0633,1,1
46,45,79,48347.82,4453572.04,0,2,3.41,120,4,0,2,2,0,96816.78,1.7174,0.025,1,0
63,9,74,19201.07,1467573.36,12,3,1.74,109,1,0,2,1,5,146757.34,7.4,0.04,1,1
48,32,9,29697.17,298833.07,7,0,3.82,124,6,0,0,0,3,9055.55,0.2727,0,1,0
52,33,44,7497.19,266065.97,13,0,4.29,19,4,0,3,2,0,7825.47,1.2941,0,0,0
50,67,39,3789.6,143011.41,10,4,2.32,37,0,1,1,0,0,2103.11,0.5735,0.1,0,1
38,30,5,21922.6,130854.51,8,3,3.23,101,0,0,1,3,4,4221.11,0.1613,0.5,1,1
49,29,25,34649.16,893885.62,7,6,2.17,85,4,0,4,2,1,29796.19,0.8333,0.2308,0,1
40,3,56,28604.18,1825887.32,13,6,1.32,39,5,1,3,1,0,456471.83,14,0.1053,0,1
50,57,90,21768.02,2322389.34,14,3,2.6,154,4,1,2,0,3,40041.2,1.5517,0.033,1,1
20,30,64,40996.57,2817982.82,9,9,4.01,42,4,0,1,1,2,90902.67,2.0645,0.1385,0,0
35,9,72,39824.16,2669642.72,0,1,2.83,53,1,0,0,2,3,266964.27,7.2,0.0137,0,0
42,26,86,36731.13,2917042.44,7,9,2.62,50,1,0,2,2,1,108038.61,3.1852,0.1034,0,1
59,2,52,4313.1,185819.27,11,3,2.46,105,5,1,2,2,4,61939.76,17.3333,0.0566,1,1
48,62,89,39925.25,3450686.63,4,7,2.84,107,0,1,3,3,3,54772.8,1.4127,0.0778,1,1
20,3,76,46011.36,4077886.94,8,1,2.27,157,3,0,3,3,3,1019471.74,19,0.013,1,1
57,46,9,3442.38,30709.59,13,4,3.45,130,7,1,1,2,5,653.4,0.1915,0.4,1,1
63,68,10,20382.73,237336.14,8,6,1.25,18,4,0,1,0,0,3439.65,0.1449,0.5455,0,0
41,25,10,49423.6,556933.15,5,9,4.23,60,2,1,2,3,5,21420.51,0.3846,0.8182,0,1
49,51,73,30162.32,2628292.5,2,5,1.69,116,2,0,4,2,3,50544.09,1.4038,0.0676,1,1
64,13,62,25922.08,1894977.85,11,8,3.53,142,6,0,2,0,1,135355.56,4.4286,0.127,1,1
39,44,90,9283.58,904531.16,6,1,2.8,118,5,0,0,1,2,20100.69,2,0.011,1,0
40,35,99,28491.57,3239497.45,2,3,4.09,168,6,0,4,3,0,89986.04,2.75,0.03,1,0
19,55,91,22232.64,2223931.75,6,6,4.3,30,2,1,1,2,3,39713.07,1.625,0.0652,0,0
44,9,60,6808.43,441741.02,7,7,1.82,29,5,1,4,3,2,44174.1,6,0.1148,0,1
59,2,95,23484.47,2423391.76,4,4,3.71,157,7,0,4,0,3,807797.25,31.6667,0.0417,1,0
19,61,19,8637.77,178628.4,4,4,1.76,19,4,1,1,0,4,2881.1,0.3065,0.2,0,0
43,41,38,36667.85,1326172.3,13,3,1.5,90,3,0,0,0,1,31575.53,0.9048,0.0769,0,1
34,44,6,48695.59,283240.35,3,8,4.72,110,5,0,0,3,4,6294.23,0.1333,1.1429,1,0
57,64,15,23744.06,326823.43,2,9,1.66,58,6,1,3,2,0,5028.05,0.2308,0.5625,0,0
50,31,93,31802.23,2541484.74,11,3,1.91,116,6,0,3,0,2,79421.4,2.9062,0.0319,1,1
26,47,47,21833.29,1009106.99,7,2,1.52,40,3,1,0,3,4,21023.06,0.9792,0.0417,0,0
60,2,45,7353.47,383844.2,10,8,2.88,9,5,1,0,1,3,127948.07,15,0.1739,0,1
56,69,5,48542.49,257397.96,5,6,4.68,121,5,0,3,3,4,3677.11,0.0714,1,1,0
46,58,78,6914.14,443561.88,13,8,2.06,110,7,0,3,3,5,7518,1.322,0.1013,1,1
59,44,53,6025.53,359105.98,5,3,3.17,108,6,0,0,1,2,7980.13,1.1778,0.0556,1,0
43,56,66,23229.06,1800126.77,1,2,2.65,159,1,1,1,1,3,31581.17,1.1579,0.0299,1,0
52,43,62,33114.92,2323663.2,3,9,2.34,78,3,1,0,1,0,52810.53,1.4091,0.1429,0,1
42,34,23,18068.7,453404.82,14,7,3.29,95,2,1,1,1,4,12954.42,0.6571,0.2917,1,1
41,30,44,10029.59,379541.04,4,3,3.24,143,6,0,1,0,1,12243.26,1.4194,0.0667,1,0
30,71,52,41038.69,2005117.31,10,9,2.44,34,2,0,1,2,2,27848.85,0.7222,0.1698,0,1
24,70,46,18473.61,871978.22,9,2,4.4,62,4,1,3,1,1,12281.38,0.6479,0.0426,0,0
53,55,19,10118.89,159717.97,4,3,1.21,74,1,1,2,2,5,2852.11,0.3393,0.15,0,0
62,67,88,18571.7,1376919.16,2,1,1.34,57,5,1,0,2,3,20248.81,1.2941,0.0112,0,0
37,13,84,11120.43,1096373.88,9,3,4.96,149,6,1,4,0,1,78312.42,6,0.0353,1,0
18,3,47,26212.66,1331880.99,4,6,3.99,103,0,0,4,2,2,332970.25,11.75,0.125,1,1
25,26,91,33580.32,2780893.08,4,2,4.22,54,5,1,0,1,2,102996.04,3.3704,0.0217,0,0
63,57,52,40078.09,1940144.05,1,0,3.41,165,1,1,1,3,1,33450.76,0.8966,0,1,0
33,24,24,11764.32,269291.43,4,9,2.68,168,0,0,3,3,1,10771.66,0.96,0.36,1,1
31,53,17,8764.22,123667.44,2,7,3.52,20,5,1,3,3,3,2290.14,0.3148,0.3889,0,0
29,70,89,1470.37,143382.63,14,5,1.37,109,1,0,1,2,1,2019.47,1.2535,0.0556,1,1
40,43,46,11790.34,472247.46,2,2,4.03,146,3,0,0,3,2,10732.9,1.0455,0.0426,1,0
32,60,64,1683.31,120880.65,4,7,3.16,172,1,1,4,0,5,1981.65,1.0492,0.1077,1,1
45,58,95,17600.97,1903424.71,8,5,4.83,17,4,0,3,3,5,32261.44,1.6102,0.0521,0,0
51,49,28,7711.81,227887.49,13,0,3.55,42,0,1,1,3,1,4557.75,0.56,0,0,0
19,42,50,29204.83,1617862.97,1,8,1.61,156,6,1,3,2,0,37624.72,1.1628,0.1569,1,0
49,66,64,19494.47,1083872.91,8,8,2.91,21,7,1,1,2,2,16177.21,0.9552,0.1231,0,0
40,11,28,5132.47,148074.54,2,8,1.23,165,6,0,3,2,2,12339.54,2.3333,0.2759,1,1
39,18,86,20293.39,1868653.83,12,5,3.98,151,3,0,4,1,3,98350.2,4.5263,0.0575,1,1
42,52,56,10862.73,647624.74,11,5,3.01,111,3,1,3,1,3,12219.33,1.0566,0.0877,1,1
39,46,59,34168.78,1707346.95,6,3,2.48,48,6,1,0,2,4,36326.53,1.2553,0.05,0,0
39,44,5,18539.59,86927.8,11,7,4.87,59,1,1,2,3,3,1931.73,0.1111,1.1667,0,1
59,22,54,7777.99,390616.73,13,8,4.76,128,3,1,1,2,0,16983.34,2.3478,0.1455,1,1
23,53,44,17805.29,806160.54,0,6,4.81,112,6,1,2,0,3,14928.9,0.8148,0.1333,1,0
32,59,42,11606.73,539201.95,0,6,1.88,52,2,0,4,3,4,8986.7,0.7,0.1395,0,0
60,30,72,39891.06,2953254.99,7,1,3.91,17,6,0,4,3,2,95266.29,2.3226,0.0137,0,0
54,8,92,49176.69,4985417.68,8,1,4.78,38,2,1,2,2,3,553935.3,10.2222,0.0108,0,0
50,57,57,1761.82,84314.65,2,9,3.28,129,2,1,4,3,4,1453.7,0.9828,0.1552,1,1
25,20,47,34656,1875201.59,5,1,1.86,75,1,0,4,3,3,89295.31,2.2381,0.0208,0,0
61,25,76,13565.91,1046110.39,14,3,4.27,161,0,0,1,0,3,40235.01,2.9231,0.039,1,1
61,19,25,3787.23,77164.72,13,8,4.52,95,1,0,1,0,2,3858.24,1.25,0.3077,1,1
22,5,44,1210.39,56308,2,4,3.81,44,4,0,1,2,4,9384.67,7.3333,0.0889,0,0
56,27,15,44109.98,666240.78,5,1,2.17,88,7,0,0,3,3,23794.31,0.5357,0.0625,0,0
21,40,51,18003.52,815479.23,6,3,1.76,20,3,0,0,1,2,19889.74,1.2439,0.0577,0,0
23,26,53,49729.92,2914462.88,4,6,3.5,175,2,0,0,0,5,107943.07,1.963,0.1111,1,1
62,27,34,22397.67,893589.27,2,4,2.93,69,1,0,0,1,4,31913.9,1.2143,0.1143,0,0
49,62,77,9786.09,700083.58,7,7,3.68,170,6,0,2,1,1,11112.44,1.2222,0.0897,1,1
47,50,8,38968.61,310990.14,12,0,1.45,154,1,1,1,1,4,6097.85,0.1569,0,1,1
64,42,77,46361.36,3038885,4,4,1.54,49,3,0,4,0,3,70671.74,1.7907,0.0513,0,0
52,29,70,40873.24,3353011.49,0,3,2.45,106,1,1,3,0,3,111767.05,2.3333,0.0423,1,0
57,39,96,37387.36,3329036.85,11,2,2.04,71,2,0,0,3,4,83225.92,2.4,0.0206,0,1
33,60,21,17067.63,314662.18,14,6,3.48,18,6,0,4,2,2,5158.4,0.3443,0.2727,0,1
30,41,7,3692.27,25622.9,8,9,2.47,102,3,0,1,3,4,610.07,0.1667,1.125,1,1
59,33,90,10464.32,769736.06,2,0,3.74,95,0,1,2,0,3,22639.3,2.6471,0,1,0
47,16,79,22617.11,1610103.83,1,5,4.08,9,7,0,4,3,3,94711.99,4.6471,0.0625,0,0
36,23,56,47831.89,2215359.66,2,7,1.75,66,2,1,3,2,0,92306.65,2.3333,0.1228,0,0
34,7,49,36281.28,1512801.55,6,1,4.68,60,7,0,4,3,2,189100.19,6.125,0.02,0,0
36,26,42,41500.01,1472596.63,11,5,4.15,108,4,0,1,0,0,54540.62,1.5556,0.1163,1,1
45,12,23,14226.05,375941.29,10,0,3.51,37,6,1,4,1,5,28918.56,1.7692,0,0,0
43,5,52,34349.24,2093690.76,11,5,4.64,175,4,0,2,3,3,348948.46,8.6667,0.0943,1,1
54,69,79,43190.69,3377291.56,9,5,2.06,29,5,1,1,0,2,48247.02,1.1286,0.0625,0,0
43,49,53,24230.87,1351230.64,7,4,2.69,63,5,0,0,1,2,27024.61,1.06,0.0741,0,0
40,26,16,21779.65,375781.07,1,6,1.34,15,3,1,1,0,2,13917.82,0.5926,0.3529,0,0
26,5,96,36110.52,3315900.51,13,4,2.82,9,2,0,4,3,5,552650.09,16,0.0412,0,1
29,22,37,28215.63,989779.27,12,7,3.03,80,5,0,3,1,4,43033.88,1.6087,0.1842,0,1
18,13,18,49661.97,956692.98,6,1,3.46,66,2,1,1,3,4,68335.21,1.2857,0.0526,0,0
18,28,20,21542.59,409604.66,10,5,1.26,1,2,1,1,2,3,14124.3,0.6897,0.2381,0,0
64,33,46,9209.19,437349.84,4,4,1.13,121,6,1,1,1,5,12863.23,1.3529,0.0851,1,0
51,23,2,23860.79,48011.58,8,9,2.68,9,4,0,1,1,2,2000.48,0.0833,3,0,1
49,18,87,12142.65,1066746.48,6,1,1.76,57,3,0,4,0,2,56144.55,4.5789,0.0114,0,0
42,30,94,28282.06,3008756.09,0,6,4.04,148,4,1,0,3,2,97056.65,3.0323,0.0632,1,0
57,26,63,6726.95,458389.51,0,3,3.67,121,6,1,3,2,4,16977.39,2.3333,0.0469,1,0
62,16,3,47523.83,168843.56,5,5,2.3,2,5,0,1,0,3,9931.97,0.1765,1.25,0,0
18,39,46,43061.23,2211365.25,8,4,1.18,1,1,0,3,1,2,55284.13,1.15,0.0851,0,0
33,33,49,8200.49,344892.26,0,3,1.73,74,5,1,4,1,2,10143.89,1.4412,0.06,0,0
56,26,1,9033.45,9895.18,2,1,3.77,54,7,1,0,1,1,366.49,0.037,0.5,0,0
22,48,22,25865.71,606750.13,12,6,4.96,19,0,0,1,1,5,12382.66,0.449,0.2609,0,1
39,65,93,38757.63,3815023.31,4,4,2.31,18,4,0,0,0,0,57803.38,1.4091,0.0426,0,0
46,38,14,11344.43,157598.71,3,2,4.21,24,3,1,1,3,5,4040.99,0.359,0.1333,0,0
20,2,92,3518.1,267019.13,0,5,4.47,127,4,1,1,3,5,89006.38,30.6667,0.0538,1,0
29,6,85,27503.95,2760034.31,9,7,1.19,52,7,0,2,0,5,394290.62,12.1429,0.0814,0,1
43,46,45,34734.06,1783060.48,3,9,4.66,20,7,1,3,0,4,37937.46,0.9574,0.1957,0,0
33,50,96,12596.09,1202844,3,9,2.86,139,1,0,0,2,1,23585.18,1.8824,0.0928,1,1
54,38,6,37118.51,192295.92,10,1,4.86,73,7,1,3,3,3,4930.66,0.1538,0.1429,0,0
39,18,65,47556.87,3492399.86,11,9,3.15,16,1,0,3,3,0,183810.52,3.4211,0.1364,0,1
46,27,21,7285.18,148746.29,9,3,1.94,141,1,1,3,1,3,5312.37,0.75,0.1364,1,1
31,41,4,25795.94,98648.37,12,2,4.9,6,1,0,0,3,4,2348.77,0.0952,0.4,0,0
45,17,3,3313.68,10598.66,3,6,1.97,25,0,1,1,2,5,588.81,0.1667,1.5,0,0
22,62,30,10729.72,355197.77,2,9,4.53,63,7,0,1,1,3,5638.06,0.4762,0.2903,0,0
64,29,31,4946.06,126516.33,6,7,1.69,175,2,0,1,0,2,4217.21,1.0333,0.2188,1,1
47,58,34,20498.33,771531.79,0,7,3.7,15,5,1,1,1,2,13076.81,0.5763,0.2,0,0
63,70,83,41131.17,3733346.02,1,3,2.65,54,1,0,1,1,5,52582.34,1.169,0.0357,0,0
22,22,20,29067.96,602104.28,0,9,4.89,171,0,0,1,3,3,26178.45,0.8696,0.4286,1,1
29,6,87,11517.95,937295.92,13,1,1.74,128,4,1,4,2,3,133899.42,12.4286,0.0114,1,1
33,26,54,2485.48,116220.23,3,5,2.64,14,1,1,4,0,3,4304.45,2,0.0909,0,0
43,39,25,27893.21,586497.42,4,2,3.56,34,6,0,1,1,3,14662.44,0.625,0.0769,0,0
43,12,15,7073.44,84931.49,10,7,4.91,130,4,1,0,3,2,6533.19,1.1538,0.4375,1,1
38,14,38,17465.33,585755.78,14,2,2.22,20,4,1,3,0,5,39050.39,2.5333,0.0513,0,1
56,22,23,25754.52,571345.93,9,1,2.59,106,3,0,3,2,1,24841.13,1,0.0417,1,1
53,51,52,45234.76,2111006.85,4,8,2.85,16,0,1,0,1,1,40596.29,1,0.1509,0,0
50,23,66,4550.25,277370.09,1,8,2.01,158,0,0,4,1,3,11557.09,2.75,0.1194,1,1
47,48,57,33596.08,1831063.91,10,8,4.27,103,7,0,3,3,3,37368.65,1.1633,0.1379,1,1
54,71,57,1197.02,62997.42,2,2,1.37,51,1,0,4,1,0,874.96,0.7917,0.0345,0,0
40,50,79,31680.47,2727626.18,3,1,3.82,131,7,0,2,3,3,53482.87,1.549,0.0125,1,0
27,13,52,27800.86,1440860.58,9,3,3.14,77,7,1,3,3,1,102918.61,3.7143,0.0566,0,0
22,10,35,40687.4,1150256.33,5,1,1.97,128,1,0,2,3,4,104568.76,3.1818,0.0278,1,1
53,55,74,26817.29,1767511.11,5,7,2.97,179,1,0,2,1,4,31562.7,1.3214,0.0933,1,1
51,9,14,17954.52,272443.46,11,9,4.32,121,7,0,2,3,3,27244.35,1.4,0.6,1,1
48,52,91,12516.17,1048277.53,1,0,2.78,46,6,0,2,0,5,19778.82,1.717,0,0,0
27,2,14,4719.86,77182.93,1,1,1.49,40,0,1,1,2,3,25727.64,4.6667,0.0667,0,0
36,25,99,26963.33,2896440.97,8,5,1.16,29,4,1,1,2,4,111401.58,3.8077,0.05,0,0
49,13,33,44471.94,1344254.8,11,8,4.11,151,4,0,0,1,0,96018.2,2.3571,0.2353,1,1
18,51,52,25979.85,1359819.9,1,9,2.32,145,1,1,3,2,1,26150.38,1,0.1698,1,1
22,58,1,37085.59,39566.45,1,4,4.72,93,4,1,0,2,5,670.62,0.0169,2,1,0
62,34,34,15272.53,455576.13,2,4,3.47,69,1,1,2,0,3,13016.46,0.9714,0.1143,0,0
21,35,19,22682.48,387213.14,14,2,2.75,85,5,0,0,0,3,10755.92,0.5278,0.1,0,1
33,3,24,16567.86,398761.65,8,7,3.26,66,2,1,1,3,0,99690.41,6,0.28,0,1
41,59,4,5908.67,27651.59,13,5,2.83,151,4,0,4,0,1,460.86,0.0667,1,1,1
33,70,36,21140.94,713585.85,5,9,4.62,75,5,1,4,0,3,10050.5,0.507,0.2432,0,0
19,48,77,38332.22,2836032.69,10,1,2.83,151,0,0,4,1,5,57878.22,1.5714,0.0128,1,1
45,64,58,20051.26,1019053.06,14,4,1.42,135,5,1,4,0,1,15677.74,0.8923,0.0678,1,1
49,19,32,32683.87,1084878.08,14,3,3.39,171,3,1,4,3,1,54243.9,1.6,0.0909,1,1
44,67,9,38051.47,375360.32,11,9,3.49,34,5,1,3,1,5,5520,0.1324,0.9,0,1
37,5,80,16475.44,1286741.22,5,8,4.06,102,5,0,2,2,4,214456.87,13.3333,0.0988,1,1
41,67,67,39976.97,2946569.92,11,3,4.73,105,5,0,1,2,3,43331.91,0.9853,0.0441,1,0
29,11,20,17276.82,318253.55,9,7,2.77,113,7,1,4,3,4,26521.13,1.6667,0.3333,1,1
52,68,74,13177.3,1055854.03,4,0,2.41,51,6,0,3,3,1,15302.23,1.0725,0,0,0
50,69,62,11511.09,644700.71,14,4,2.96,172,0,0,1,0,3,9210.01,0.8857,0.0635,1,1
50,1,58,10395.26,670609.03,6,8,4.6,70,7,0,4,1,2,335304.52,29,0.1356,0,0
60,63,22,36987.64,921349.05,10,2,4.92,66,0,1,2,1,2,14396.08,0.3438,0.087,0,0
54,29,67,44431.71,3331444.81,14,5,4.88,96,3,0,0,1,0,111048.16,2.2333,0.0735,1,1
29,12,75,11917.1,792060.22,3,9,1.92,58,1,0,2,3,5,60927.71,5.7692,0.1184,0,1
20,41,89,4719.39,452662.07,14,5,2.99,120,7,1,2,2,4,10777.67,2.119,0.0556,1,1
